"words","avg_points","total_points","quantity"
"unabsorbed",87.188,1395,16
"supply",87.188,1395,16
"peach-pit",87.188,1395,16
"syrupy",87.183,50915,584
"fare",87.183,41935,481
"montepulciano",87.183,16216,186
"decidedly",87.183,7149,82
"readily",87.182,1918,22
"oceanic",87.182,1918,22
"raspberry-",87.182,959,11
"delta",87.182,959,11
"blocky",87.176,22753,261
"awfully",87.176,1482,17
"consumers",87.172,7584,87
"ones",87.169,5143,59
"chips",87.167,3138,36
"interfere",87.167,2092,24
"creamed-apple",87.167,1569,18
"controls",87.167,1569,18
"except",87.164,14382,165
"ruddy",87.164,6363,73
"peppers",87.164,6363,73
"candy",87.162,98057,1125
"semi-sweet",87.161,7583,87
"simplicity",87.161,4881,56
"ordinary",87.16,7060,81
"blanca",87.16,4358,50
"chewing",87.158,8280,95
"pétillant",87.158,1656,19
"value-priced",87.156,10633,122
"rosé",87.155,168297,1931
"talking",87.154,1133,13
"swimming",87.154,1133,13
"mussels",87.154,1133,13
"infusion",87.154,1133,13
"cherry-skin",87.154,1133,13
"bulky",87.151,12114,139
"powdered",87.15,23269,267
"scraping",87.15,1743,20
"aligoté",87.148,2353,27
"primitivo",87.147,11852,136
"diesel",87.146,4183,48
"warm-weather",87.143,1830,21
"mid-2016",87.143,1830,21
"tad",87.142,25707,295
"fatty",87.141,8017,92
"there’s",87.141,5577,64
"turn",87.139,45661,524
"145%",87.139,3137,36
"pounding",87.136,3834,44
"grecanico",87.136,1917,22
"lemberger",87.134,5838,67
"incrocio",87.133,1307,15
"fighting",87.133,1307,15
"dressing",87.133,1307,15
"correct",87.131,17252,198
"cant-miss",87.13,2004,23
"tried",87.128,3398,39
"confection",87.128,3398,39
"uncertain",87.125,1394,16
"spunk",87.125,1394,16
"red-fruit-flavored",87.125,1394,16
"health",87.125,1394,16
"attribute",87.125,1394,16
"ravioli",87.118,2962,34
"moscatel",87.117,6708,77
"pulpy",87.114,16116,185
"flank",87.111,2352,27
"bourg",87.111,2352,27
"overwhelmingly",87.111,1568,18
"actual",87.111,1568,18
"value-minded",87.111,784,9
"sous-bois",87.111,784,9
"somontano",87.111,784,9
"shenandoah",87.111,784,9
"sealed",87.111,784,9
"saying",87.111,784,9
"medium-pink",87.111,784,9
"echoed",87.111,784,9
"cusumano",87.111,784,9
"co2",87.111,784,9
"puckering",87.108,11324,130
"celery",87.103,16027,184
"neither",87.103,9320,107
"resemblance",87.1,1742,20
"verdiso",87.1,871,10
"praline",87.1,871,10
"coffee-tinged",87.1,871,10
"associate",87.1,871,10
"thai",87.099,13239,152
"sharpness",87.098,15939,183
"troia",87.097,2700,31
"feels",87.096,368417,4230
"astringent",87.096,118799,1364
"chard",87.096,37103,426
"refosco",87.095,1829,21
"no-frills",87.094,4616,53
"sweet-tasting",87.093,7490,86
"lychee",87.091,66799,767
"cotton",87.091,10538,121
"drinkers",87.091,3832,44
"amador",87.091,3832,44
"straight-forward",87.091,958,11
"roupeiro",87.091,958,11
"honey-glazed",87.091,958,11
"gooey",87.088,2961,34
"meals",87.087,8012,92
"pasta",87.086,41366,475
"reduced",87.086,25342,291
"tough",87.085,77157,886
"nobody",87.083,1045,12
"competitive",87.083,1045,12
"apéritif-style",87.083,1045,12
"115%",87.083,1045,12
"red-fruit",87.08,67139,771
"break",87.08,6531,75
"budget",87.08,2177,25
"port-like",87.077,10188,117
"simplistic",87.077,1132,13
"navarra",87.077,1132,13
"materials",87.077,1132,13
"distraction",87.075,4615,53
"thus",87.074,10536,121
"bonarda",87.073,4789,55
"outright",87.071,3657,42
"sweetening",87.071,1219,14
"scattered",87.07,4963,57
"mask",87.07,4963,57
"ham",87.068,17936,206
"tomato-like",87.067,2612,30
"shelf",87.067,1306,15
"raisins",87.066,32824,377
"suggestive",87.066,10535,121
"sulfites",87.062,2786,32
"cavas",87.062,1393,16
"pinching",87.057,3047,35
"herbaceous",87.053,61024,701
"decently",87.053,3308,38
"bbq",87.051,3395,39
"soup",87.05,3482,40
"overweight",87.05,1741,20
"tilts",87.048,1828,21
"breath",87.048,1828,21
"tasting",87.046,60497,695
"sipper",87.045,24895,286
"cava",87.045,13666,157
"curve",87.045,1915,22
"board",87.043,2002,23
"vivacity",87.042,2089,24
"prunes",87.041,17147,197
"low",87.039,82948,953
"equivalent",87.038,4613,53
"port-style",87.03,2872,33
"fruit-flavored",87.03,2872,33
"high-acid",87.017,15228,175
"barely",87.014,30107,346
"edgy",87.0,43848,504
"veers",87.0,12876,148
"picnic",87.0,8265,95
"squash",87.0,3393,39
"summertime",87.0,3306,38
"bordering",87.0,2784,32
"apple-flavored",87.0,2784,32
"puff",87.0,2088,24
"leanings",87.0,1827,21
"large-production",87.0,1653,19
"vinaigrette",87.0,1479,17
"ratio",87.0,1479,17
"molinara",87.0,1479,17
"horsehide",87.0,1479,17
"arneis",87.0,1479,17
"eclectic",87.0,1305,15
"disconnected",87.0,1218,14
"clams",87.0,1218,14
"bunch",87.0,1218,14
"luster",87.0,1131,13
"149%",87.0,1131,13
"worry",87.0,1044,12
"merlot/cabernet",87.0,1044,12
"medium-grained",87.0,1044,12
"marche",87.0,1044,12
"artichoke",87.0,1044,12
"uva",87.0,957,11
"astringently",87.0,957,11
"rosenblum",87.0,870,10
"prone",87.0,870,10
"progresses",87.0,870,10
"penedès",87.0,870,10
"low-key",87.0,870,10
"fridge",87.0,870,10
"compose",87.0,870,10
"complaints",87.0,870,10
"benito",87.0,870,10
"144%",87.0,870,10
"suspect",87.0,783,9
"skeleton",87.0,783,9
"screwtop",87.0,783,9
"hazlitt",87.0,783,9
"eat",87.0,783,9
"don’t",87.0,783,9
"baked-plum",87.0,783,9
"86-88",87.0,783,9
"gritty",86.993,72291,831
"lodi",86.992,11396,131
"ruby-colored",86.988,7394,85
"common",86.986,18441,212
"glycerine",86.982,4958,57
"overwhelmed",86.982,4784,55
"little",86.979,335477,3857
"puglia",86.979,4088,47
"muted",86.978,23832,274
"raw",86.972,118630,1364
"issue",86.971,2957,34
"aperitif",86.966,5044,58
"dependable",86.966,2522,29
"blush",86.961,13392,154
"pleasant",86.96,140092,1611
"steel-fermented",86.96,2174,25
"sausage",86.957,8087,93
"perception",86.955,1913,22
"isnt",86.953,55302,636
"hard-edged",86.952,5478,63
"raspberry-flavored",86.952,1826,21
"medicine",86.948,6695,77
"plank",86.947,1652,19
"bananas",86.946,3217,37
"malic",86.944,3130,36
"weekday",86.944,1565,18
"dining",86.944,1565,18
"concept",86.944,1565,18
"apple-driven",86.944,1565,18
"perky",86.943,6086,70
"sort",86.942,23996,276
"cakes",86.941,2956,34
"eccentric",86.939,4260,49
"cleanly",86.939,4260,49
"cheerful",86.938,18083,208
"thorny",86.938,2782,32
"xinomavro",86.938,1391,16
"collapses",86.938,1391,16
"easy",86.934,326524,3756
"overshadowing",86.933,1304,15
"mevushal",86.933,1304,15
"bell",86.932,51464,592
"grechetto",86.93,3738,43
"punishing",86.929,1217,14
"nip",86.929,1217,14
"steam",86.923,5650,65
"bumpy",86.918,4259,49
"three-grape",86.917,1043,12
"profits",86.917,1043,12
"oversized",86.917,1043,12
"indicator",86.917,1043,12
"spunky",86.916,9300,107
"aggressively",86.915,4085,47
"greece",86.914,3042,35
"detectable",86.914,3042,35
"outweigh",86.913,1999,23
"light-colored",86.909,2868,33
"confused",86.909,1912,22
"under-$10",86.909,956,11
"easy-quaffing",86.909,956,11
"almond-like",86.909,956,11
"sweetened",86.908,8517,98
"casablanca",86.905,3650,42
"battle",86.905,1825,21
"somewhat",86.903,121404,1397
"unlikely",86.903,6257,72
"chunky",86.9,118532,1364
"loose-knit",86.9,2607,30
"user-friendly",86.9,1738,20
"“white",86.9,869,10
"tomato-leaf",86.9,869,10
"síria",86.9,869,10
"ottonel",86.9,869,10
"neck",86.9,869,10
"marsala",86.9,869,10
"kernel",86.9,869,10
"baseball",86.9,869,10
"approximation",86.9,869,10
"apple-cider",86.9,869,10
"easy-drinking",86.899,82120,945
"candy-like",86.897,2520,29
"dasti",86.891,7994,92
"popcorn",86.889,31280,360
"finger",86.889,10166,117
"paint",86.889,3128,36
"pumpkin",86.889,2346,27
"fuzz",86.889,2346,27
"toothpicks",86.889,782,9
"soundly",86.889,782,9
"orchard-fruit",86.889,782,9
"fronsac",86.889,782,9
"enthusiastic",86.889,782,9
"early-drinking",86.889,782,9
"apple-juice",86.889,782,9
"adriatic",86.889,782,9
"leafy",86.882,71156,819
"cheeks",86.882,1477,17
"gewürz",86.88,4344,50
"vernaccia",86.879,2867,33
"acidic",86.878,130056,1497
"pastas",86.875,4170,48
"unfussy",86.875,3475,40
"meatloaf",86.875,2085,24
"hurt",86.875,1390,16
"home-cooked",86.875,1390,16
"rusty",86.871,8774,101
"tempura",86.87,1998,23
"prune-like",86.867,1303,15
"ducourt",86.867,1303,15
"collapsed",86.867,1303,15
"rating",86.865,3214,37
"fast",86.863,13985,161
"jalapeño",86.863,12074,139
"effervescence",86.86,15548,179
"minimal",86.857,6080,70
"hull",86.857,3648,42
"preponderance",86.857,1216,14
"lighter-style",86.857,1216,14
"veer",86.855,16763,193
"thrown",86.855,5385,62
"dryish",86.855,5385,62
"glyceriney",86.851,4082,47
"saucy",86.849,28834,332
"distracting",86.849,4603,53
"salmon-colored",86.848,3995,46
"band",86.846,3387,39
"zucchini",86.846,1129,13
"thinly",86.846,1129,13
"grinding",86.846,1129,13
"flavor-wise",86.846,1129,13
"talcum",86.844,5558,64
"caper",86.84,2171,25
"wiry",86.838,23099,266
"satisfy",86.833,11983,138
"curvy",86.833,1563,18
"asti",86.833,1563,18
"ubiquitous",86.833,1042,12
"elbows",86.833,1042,12
"difficulty",86.833,1042,12
"cherry-red",86.833,1042,12
"warm-climate",86.831,6686,77
"cider",86.823,20056,231
"occasions",86.819,6251,72
"leftover",86.818,5730,66
"cause",86.818,1910,22
"montelpulciano",86.818,955,11
"cortese",86.818,955,11
"accounting",86.818,955,11
"restaurants",86.812,1389,16
"appetizers",86.811,16060,185
"pointy",86.81,3646,42
"mulch",86.81,1823,21
"marshmallows",86.81,1823,21
"quaff",86.809,11372,131
"arent",86.808,10417,120
"heavy",86.807,191409,2205
"official",86.807,4948,57
"smothered",86.806,2691,31
"mild",86.803,126645,1459
"vignobles",86.8,1302,15
"travel",86.8,1302,15
"pepperoni",86.8,1302,15
"verona",86.8,868,10
"tread",86.8,868,10
"taffy",86.8,868,10
"siena",86.8,868,10
"overshadows",86.8,868,10
"medium-level",86.8,868,10
"easy-sipping",86.8,868,10
"sticking",86.794,2951,34
"citric",86.79,58410,673
"154%",86.786,1215,14
"drinker",86.785,5641,65
"sour",86.783,183026,2109
"basically",86.778,7810,90
"spotty",86.778,781,9
"razor-like",86.778,781,9
"pricy",86.778,781,9
"fuss",86.778,781,9
"breast",86.778,781,9
"entre-deux-mers",86.773,3818,44
"swordfish",86.773,1909,22
"bruschetta",86.773,1909,22
"all-purpose",86.77,5293,61
"salads",86.769,10152,117
"flatter",86.769,2256,26
"weekend",86.769,1128,13
"currant-flavored",86.769,1128,13
"salad",86.762,20736,239
"burn",86.762,20736,239
"overtake",86.762,1822,21
"puckery",86.761,6160,71
"bitter",86.753,278303,3208
"sawdust",86.751,14661,169
"turns",86.75,60985,703
"easy-to-drink",86.75,6246,72
"dornfelder",86.75,2082,24
"saperavi",86.75,1388,16
"cherry-cola",86.75,1388,16
"sb",86.749,21080,243
"shadow",86.742,2689,31
"frankly",86.74,8327,96
"calabria",86.739,1995,23
"sprinkle",86.733,2602,30
"cider-like",86.733,1301,15
"overshadow",86.727,1908,22
"traminette",86.727,954,11
"inspection",86.727,954,11
"easy-pleasing",86.727,954,11
"cotton-candy",86.727,954,11
"grabby",86.726,58020,669
"gavi",86.724,2515,29
"old-style",86.72,2168,25
"abrasive",86.719,14829,171
"granola",86.714,4249,49
"steamed",86.714,1821,21
"by-the-glass",86.714,1821,21
"treixadura",86.714,1214,14
"minor",86.712,5116,59
"raisined",86.71,2688,31
"submerged",86.708,2081,24
"roughness",86.707,3555,41
"missing",86.706,13873,160
"scratchiness",86.706,1474,17
"passed",86.706,1474,17
"chilled",86.703,20115,232
"rosato",86.702,7283,84
"chili",86.7,4335,50
"turmeric",86.7,2601,30
"soups",86.7,1734,20
"pg",86.7,1734,20
"manifested",86.7,867,10
"vitamins",86.697,2861,33
"overtaken",86.697,2861,33
"ethnic",86.696,1994,23
"hot",86.694,106634,1230
"off-balance",86.692,1127,13
"165%",86.692,1127,13
"register",86.689,3901,45
"bricking",86.688,2774,32
"vegetarian",86.688,1387,16
"cuisine",86.685,7715,89
"scoury",86.68,8408,97
"residue",86.677,2687,31
"funky",86.675,49058,566
"loose",86.673,4247,49
"greenness",86.667,5200,60
"appley",86.667,4160,48
"brownish",86.667,2600,30
"active",86.667,1560,18
"starter",86.667,1040,12
"scours",86.667,1040,12
"identifiable",86.667,1040,12
"zinfandel-based",86.667,780,9
"ruled",86.667,780,9
"light-tasting",86.667,780,9
"foch",86.667,780,9
"focal",86.667,780,9
"dissipating",86.667,780,9
"smells",86.664,129563,1495
"blowsy",86.66,4073,47
"grigio",86.658,41336,477
"wintergreen",86.657,6066,70
"clampy",86.656,11092,128
"dinners",86.654,2253,26
"adequately",86.652,1993,23
"powdery",86.65,10398,120
"—pg",86.65,3466,40
"hamburger",86.649,3206,37
"stuck",86.647,1473,17
"specificity",86.647,1473,17
"outdoor",86.643,3639,42
"entertaining",86.643,2426,28
"starters",86.643,1213,14
"over-ripe",86.643,1213,14
"irregular",86.643,1213,14
"idaho",86.643,1213,14
"crude",86.643,1213,14
"comfort",86.641,3379,39
"broken",86.64,2166,25
"grillo",86.636,6671,77
"rate",86.636,2859,33
"tapioca",86.636,953,11
"rougher",86.636,953,11
"lime-flavored",86.636,953,11
"mildly",86.634,50421,582
"bitterness",86.633,77103,890
"bucks",86.632,3292,38
"verdejo",86.631,12908,149
"peanut",86.625,6237,72
"struggled",86.625,1386,16
"aperitivo",86.625,1386,16
"angle",86.625,1386,16
"sharp",86.623,160426,1852
"falanghina",86.622,3898,45
"insolia",86.622,3205,37
"easygoing",86.621,79951,923
"smell",86.621,15332,177
"fairway",86.619,1819,21
"reedy",86.617,9961,115
"white-fruit",86.615,23646,273
"washing",86.615,1126,13
"banana",86.614,76567,884
"rubber",86.614,61323,708
"gatherings",86.605,3291,38
"calamari",86.6,3464,40
"midweek",86.6,2598,30
"overpowers",86.6,2165,25
"qualify",86.6,1299,15
"peg",86.6,1299,15
"grolleau",86.6,1299,15
"torre",86.6,866,10
"liked",86.6,866,10
"bubble-gum",86.6,866,10
"blackberry-flavored",86.6,866,10
"barnyard",86.597,30049,347
"vidal",86.594,2771,32
"unclear",86.588,1472,17
"ugni",86.586,2511,29
"under-ripe",86.583,1039,12
"tossed",86.583,1039,12
"radiator",86.583,1039,12
"movie",86.583,1039,12
"cream-based",86.583,1039,12
"masked",86.58,4329,50
"fiery",86.579,15411,178
"hole",86.577,2251,26
"cheesy",86.576,16536,191
"thinner",86.571,2424,28
"virginia",86.567,2597,30
"blanco",86.565,1991,23
"stringy",86.562,1385,16
"sardines",86.562,1385,16
"good-value",86.562,1385,16
"underripe",86.558,35056,405
"spritzy",86.556,21033,243
"branded",86.556,1558,18
"waffles",86.556,779,9
"tougher",86.556,779,9
"pudgy",86.556,779,9
"fights",86.556,779,9
"dying",86.556,779,9
"cigarette",86.556,779,9
"choppiness",86.556,779,9
"burger",86.552,5020,58
"distant",86.546,9347,108
"txakoli",86.545,952,11
"spoil",86.545,952,11
"diminished",86.545,952,11
"sticky",86.542,39896,461
"lean",86.537,203795,2355
"disappears",86.533,1298,15
"choppy",86.532,35651,412
"tomatoey",86.529,8826,102
"medium-intense",86.529,2942,34
"raise",86.529,1471,17
"party",86.527,11335,131
"bical",86.526,1644,19
"cleaner",86.524,1817,21
"peas",86.521,6316,73
"slathered",86.517,2509,29
"anywhere",86.515,11247,130
"spaghetti",86.514,3201,37
"corn",86.509,19032,220
"oily",86.508,57614,666
"afternoon",86.5,4325,50
"cactus",86.5,3287,38
"sun-dried",86.5,2941,34
"rapidly",86.5,2595,30
"discern",86.5,1903,22
"basics",86.5,1903,22
"smother",86.5,1730,20
"overworked",86.5,1730,20
"drawback",86.5,1730,20
"cheery",86.5,1730,20
"tooth",86.5,1557,18
"quick-hitting",86.5,1038,12
"prevailing",86.5,1038,12
"bío",86.5,1038,12
"blatant",86.5,1038,12
"punch-like",86.5,865,10
"coral",86.5,865,10
"charred-oak",86.5,865,10
"oxidation",86.495,8044,93
"lactic",86.492,16693,193
"stretched",86.481,2335,27
"standard",86.476,42719,494
"coda",86.471,1470,17
"modest",86.467,83008,960
"chilling",86.467,2594,30
"steer",86.464,2421,28
"temperature",86.462,1124,13
"simplest",86.462,1124,13
"raisinated",86.462,1124,13
"gasoline",86.462,1124,13
"muddy",86.458,2075,24
"sulphur",86.455,951,11
"skirt",86.455,951,11
"perplexing",86.455,951,11
"palatable",86.455,951,11
"overriding",86.451,4409,51
"aid",86.45,1729,20
"registers",86.444,2334,27
"settings",86.444,778,9
"reverts",86.444,778,9
"lettuce",86.44,7866,91
"treacly",86.44,2161,25
"mouth-puckering",86.435,5964,69
"tannicly",86.435,1988,23
"carbonation",86.435,1988,23
"mâcon",86.433,2593,30
"fried",86.431,11236,130
"surfaces",86.429,2420,28
"lifespan",86.429,1210,14
"overwhelms",86.424,2852,33
"plucky",86.423,2247,26
"lunches",86.423,2247,26
"friendliness",86.421,1642,19
"berry-flavored",86.421,1642,19
"ashy",86.419,3716,43
"pyrazine",86.417,1037,12
"borderline",86.413,7950,92
"scallion",86.413,5444,63
"relieved",86.409,1901,22
"pink-colored",86.406,2765,32
"falls",86.4,20736,240
"weeknight",86.4,1728,20
"poor",86.4,1728,20
"freixenet",86.4,1728,20
"prieto",86.4,1296,15
"informality",86.4,1296,15
"swift",86.4,864,10
"sweatiness",86.4,864,10
"light-framed",86.4,864,10
"briny",86.398,70933,821
"tire",86.398,14342,166
"salami",86.394,2851,33
"raboso",86.391,1987,23
"confirmed",86.39,3542,41
"positives",86.389,1555,18
"moldovan",86.385,1123,13
"inconsistent",86.385,1123,13
"gascony",86.382,2937,34
"pulse",86.379,5010,58
"stalkiness",86.378,3196,37
"tropical-leaning",86.375,1382,16
"fruity-sweet",86.375,1382,16
"semisweet",86.374,13388,155
"abrupt",86.372,9760,113
"wheat",86.372,3714,43
"viura",86.37,10969,127
"curiously",86.37,3973,46
"moscato",86.368,18310,212
"over-oaked",86.368,1641,19
"picudo",86.364,950,11
"honey-sweet",86.36,2159,25
"prosecco",86.358,33334,386
"bag",86.346,2245,26
"grassy",86.344,65967,764
"raspy",86.344,15542,180
"americans",86.333,1554,18
"volpe",86.333,1295,15
"eggplant",86.333,1295,15
"peach-flavored",86.333,1036,12
"fuji",86.333,1036,12
"standard-issue",86.333,777,9
"nosing",86.333,777,9
"lumber",86.333,777,9
"expecting",86.333,777,9
"corsica",86.333,777,9
"budget-priced",86.333,777,9
"attempts",86.333,777,9
"curious",86.325,10100,117
"latex",86.322,9927,115
"quaffer",86.321,16142,187
"grating",86.321,11567,134
"besides",86.321,2417,28
"coarse",86.315,7941,92
"resiny",86.313,54550,632
"raisiny",86.312,44278,513
"burnt",86.308,71463,828
"mixer",86.308,1122,13
"rubbery",86.306,88636,1027
"liking",86.3,863,10
"berry-driven",86.3,863,10
"milky",86.294,2934,34
"cocktails",86.294,1467,17
"carolina",86.292,2071,24
"fading",86.291,13030,151
"candy-sweet",86.286,1208,14
"overtly",86.285,13633,158
"bubble",86.284,8801,102
"fur",86.284,6989,81
"green-herb",86.281,5522,64
"pithy",86.279,60827,705
"hybrid",86.273,2847,33
"passerina",86.273,1898,22
"fundamentally",86.273,1898,22
"baco",86.273,949,11
